user_id,total_transactions,anomalous_transactions,max_anomaly_score,avg_anomaly_score,total_spend,avg_transaction_amount,max_transaction_amount,anomaly_rate_pct
U1150,170,1,0.6197501136012429,0.11956928215781766,12694.35,74.67264705882353,668.23,0.59
U1101,171,1,0.6180676748835744,0.09588921816466407,12947.98,75.7191812865497,650.91,0.58
U1262,160,1,0.6142581272805708,0.23858712916329652,11443.55,71.5221875,411.33,0.62
U1082,195,2,0.6128937084269034,0.32894381741404616,13956.44,71.57148717948718,193.63,1.03
U1398,183,1,0.6091160975455007,0.13476879258121666,14188.29,77.5316393442623,702.37,0.55
U1267,157,1,0.6088386605261112,0.20523927521128638,11538.13,73.49127388535031,587.72,0.64
U1127,177,2,0.6083519054251574,0.12759172151168208,14945.04,84.43525423728813,608.47,1.13
U1233,158,1,0.6075244379786932,0.1378719809745769,12721.48,80.51569620253164,707.63,0.63
U1167,168,1,0.60745929978914,0.10930266206070369,12879.369999999999,76.66291666666666,514.46,0.6
U1071,162,2,0.6035519211840386,0.10521767419589378,12951.23,79.94586419753087,661.29,1.23
U1094,173,1,0.6035104780868242,0.08138756378366181,13970.74,80.7557225433526,664.11,0.58
U1022,154,1,0.6034914086746281,0.27725857164546946,11192.5,72.67857142857143,481.3,0.65
U1189,174,1,0.6033303765868814,0.13365583770756148,13010.31,74.77189655172414,730.56,0.57
U1090,164,1,0.6031051850067337,0.1349411714736029,13742.93,83.79835365853658,684.12,0.61
U1058,181,1,0.5993894460824744,0.27570494628091435,12700.62,70.16917127071824,424.59,0.55
U1220,162,1,0.5976158971762723,0.100323704940173,12712.06,78.4695061728395,641.11,0.62
U1142,189,1,0.5962491451793279,0.23691998750514465,13671.13,72.33402116402117,544.23,0.53
U1266,159,1,0.5959768579441993,0.1276485963308597,13196.66,82.99786163522012,665.36,0.63
U1112,159,1,0.5956894484311317,0.12875935492356877,12341.76,77.6211320754717,626.68,0.63
U1028,160,1,0.5955346366089556,0.15205578972281047,11947.11,74.6694375,576.14,0.62
U1026,145,1,0.591248345351208,0.29256542490270393,11622.55,80.1555172413793,468.56,0.69
U1088,175,1,0.59081914782945,0.10686152697912127,13722.09,78.41194285714286,627.27,0.57
U1274,196,1,0.5876231751868052,0.24352499512171932,15100.79,77.04484693877552,529.43,0.51
U1247,153,1,0.5876077677697743,0.2923788173341118,11159.4,72.93725490196078,280.26,0.65
U1342,198,2,0.5874066080567616,0.28549511122506677,14760.1,74.5459595959596,267.31,1.01
U1169,159,1,0.5869211228563818,0.18126560692946406,11793.53,74.17314465408805,613.32,0.63
U1105,145,1,0.5866223378610886,0.28260400250356543,12546.79,86.52958620689655,490.54,0.69
U1318,182,2,0.5847836184308289,0.1475587421045797,14996.8,82.39999999999999,648.07,1.1
U1096,182,1,0.5839991228026054,0.12213981122951516,14433.98,79.30758241758241,595.49,0.55
U1129,168,1,0.5837907819992351,0.09368481243720217,12986.65,77.3014880952381,722.94,0.6
