tx_id,user_id,date,region,merchant,amount
104480,U1311,2024-01-07,South,Pharmacy,45.44
104481,U1147,2024-01-07,East,StoreA,33.94
104482,U1032,2024-01-07,East,TravelCo,20.87
104483,U1300,2024-01-07,North,OnlineShop,70.09
104484,U1059,2024-01-07,West,Electronics,100.37
104485,U1146,2024-01-07,South,Pharmacy,52.1
104486,U1272,2024-01-07,North,Pharmacy,88.72
104487,U1207,2024-01-07,West,Electronics,87.66
104488,U1355,2024-01-07,South,Electronics,63.83
104489,U1045,2024-01-07,North,Grocery,66.79
104490,U1295,2024-01-07,East,RideShare,5.16
104491,U1282,2024-01-07,East,TravelCo,88.16
104492,U1105,2024-01-07,South,Pharmacy,71.12
104493,U1270,2024-01-07,South,StoreB,5
104494,U1119,2024-01-07,South,StoreB,68.81
104495,U1095,2024-01-07,North,RideShare,125.42
104496,U1164,2024-01-07,South,Pharmacy,22.85
104497,U1052,2024-01-07,East,OnlineShop,130.61
104498,U1387,2024-01-07,South,StoreA,74.41
104499,U1096,2024-01-07,West,Pharmacy,40.91
104500,U1101,2024-01-07,North,StoreB,139.92
104501,U1124,2024-01-07,East,CafeX,65.76
104502,U1363,2024-01-07,West,Pharmacy,55.47
104503,U1307,2024-01-07,South,CafeX,56.75
104504,U1056,2024-01-07,East,StoreA,72.19
104505,U1158,2024-01-07,West,OnlineShop,19.78
104506,U1163,2024-01-07,South,StoreA,79.65
104507,U1308,2024-01-07,North,Electronics,177.52
104508,U1241,2024-01-07,North,Electronics,5
104509,U1076,2024-01-07,North,StoreB,149.0
104510,U1036,2024-01-07,South,StoreA,73.67
104511,U1084,2024-01-07,North,TravelCo,66.65
104512,U1189,2024-01-07,West,Electronics,28.79
104513,U1341,2024-01-07,North,StoreA,59.39
104514,U1029,2024-01-07,South,Pharmacy,127.36
104515,U1163,2024-01-07,West,OnlineShop,56.86
104516,U1276,2024-01-07,West,OnlineShop,111.68
104517,U1099,2024-01-07,North,Grocery,78.46
104518,U1047,2024-01-07,West,CafeX,73.2
104519,U1145,2024-01-07,South,Pharmacy,82.43
104520,U1300,2024-01-07,South,Electronics,83.77
104521,U1395,2024-01-07,West,OnlineShop,80.9
104522,U1183,2024-01-07,South,Electronics,15.47
104523,U1158,2024-01-07,West,CafeX,28.4
104524,U1319,2024-01-07,East,StoreA,28.8
104525,U1391,2024-01-07,North,Pharmacy,121.22
104526,U1378,2024-01-07,East,TravelCo,124.49
104527,U1041,2024-01-07,West,RideShare,56.63
104528,U1311,2024-01-07,North,OnlineShop,114.9
104529,U1235,2024-01-07,South,RideShare,122.74
104530,U1186,2024-01-07,South,OnlineShop,68.38
104531,U1139,2024-01-07,East,RideShare,118.35
104532,U1077,2024-01-07,South,TravelCo,11.4
104533,U1052,2024-01-07,South,OnlineShop,89.47
104534,U1300,2024-01-07,East,OnlineShop,107.88
104535,U1282,2024-01-07,North,RideShare,87.63
104536,U1278,2024-01-07,South,TravelCo,89.08
104537,U1222,2024-01-07,East,Electronics,807.86
104538,U1034,2024-01-07,West,StoreB,33.28
104539,U1155,2024-01-07,North,Electronics,71.87
104540,U1271,2024-01-07,West,Pharmacy,100.45
104541,U1153,2024-01-07,South,Pharmacy,153.08
104542,U1305,2024-01-07,West,Grocery,26.44
104543,U1106,2024-01-07,West,TravelCo,52.12
104544,U1009,2024-01-07,South,Electronics,7.27
104545,U1258,2024-01-07,East,Grocery,42.3
104546,U1246,2024-01-07,South,StoreA,67.13
104547,U1178,2024-01-07,North,Grocery,71.64
104548,U1357,2024-01-07,West,Grocery,60.89
104549,U1156,2024-01-07,West,CafeX,100.24
104550,U1307,2024-01-07,North,Grocery,104.14
104551,U1125,2024-01-07,East,StoreB,20.16
104552,U1118,2024-01-07,North,OnlineShop,5
104553,U1335,2024-01-07,North,Pharmacy,66.98
104554,U1049,2024-01-07,East,Pharmacy,143.93
104555,U1022,2024-01-07,North,StoreB,18.28
104556,U1117,2024-01-07,West,StoreB,72.94
104557,U1210,2024-01-07,North,Pharmacy,144.29
104558,U1224,2024-01-07,North,OnlineShop,52.23
104559,U1273,2024-01-07,West,StoreB,45.55
104560,U1002,2024-01-07,East,Pharmacy,153.3
104561,U1093,2024-01-07,North,TravelCo,50.01
104562,U1383,2024-01-07,North,RideShare,70.72
104563,U1257,2024-01-07,East,TravelCo,59.12
104564,U1159,2024-01-07,West,OnlineShop,19.55
104565,U1018,2024-01-07,East,RideShare,188.59
104566,U1298,2024-01-07,North,Electronics,5
104567,U1051,2024-01-07,South,Pharmacy,124.25
104568,U1137,2024-01-07,East,RideShare,7.75
104569,U1329,2024-01-07,South,CafeX,85.42
104570,U1281,2024-01-07,West,RideShare,62.52
104571,U1065,2024-01-07,East,CafeX,39.84
104572,U1062,2024-01-07,North,Electronics,45.41
104573,U1325,2024-01-07,East,Pharmacy,52.64
104574,U1219,2024-01-07,South,Grocery,116.1
104575,U1153,2024-01-07,West,CafeX,5
104576,U1216,2024-01-07,East,StoreA,56.61
104577,U1052,2024-01-07,South,RideShare,23.3
104578,U1233,2024-01-07,North,TravelCo,78.21
104579,U1172,2024-01-07,West,TravelCo,58.5
104580,U1365,2024-01-07,South,StoreA,38.66
104581,U1133,2024-01-07,West,RideShare,32.37
104582,U1084,2024-01-07,North,RideShare,53.62
104583,U1203,2024-01-07,North,StoreB,216.07
104584,U1242,2024-01-07,South,StoreB,5
104585,U1056,2024-01-07,East,RideShare,129.18
104586,U1011,2024-01-07,North,TravelCo,115.52
104587,U1193,2024-01-07,West,TravelCo,87.43
104588,U1399,2024-01-07,West,CafeX,114.36
104589,U1300,2024-01-07,East,StoreA,667.49
104590,U1389,2024-01-07,North,Electronics,48.68
104591,U1004,2024-01-07,East,OnlineShop,122.1
104592,U1325,2024-01-07,West,Grocery,144.12
104593,U1019,2024-01-07,North,StoreA,113.09
104594,U1371,2024-01-07,East,Pharmacy,18.42
104595,U1278,2024-01-07,North,StoreB,163.09
104596,U1324,2024-01-07,North,OnlineShop,47.51
104597,U1263,2024-01-07,North,StoreA,56.79
104598,U1176,2024-01-07,West,CafeX,57.88
104599,U1104,2024-01-07,North,TravelCo,99.36
104600,U1189,2024-01-07,West,RideShare,49.56
104601,U1300,2024-01-07,South,Grocery,120.1
104602,U1063,2024-01-07,West,Grocery,150.64
104603,U1381,2024-01-07,West,Pharmacy,85.59
104604,U1154,2024-01-07,South,RideShare,5
104605,U1283,2024-01-07,East,StoreA,97.25
104606,U1386,2024-01-07,West,Grocery,123.88
104607,U1126,2024-01-07,East,Pharmacy,23.04
104608,U1331,2024-01-07,East,RideShare,55.79
104609,U1118,2024-01-07,South,Grocery,79.16
104610,U1110,2024-01-07,East,StoreB,59.79
104611,U1283,2024-01-07,South,Electronics,76.43
104612,U1399,2024-01-07,North,TravelCo,59.12
104613,U1100,2024-01-07,West,CafeX,102.66
104614,U1113,2024-01-07,East,OnlineShop,93.64
104615,U1249,2024-01-07,South,RideShare,9.41
104616,U1029,2024-01-07,North,TravelCo,66.27
104617,U1300,2024-01-07,North,RideShare,102.06
104618,U1166,2024-01-07,West,Electronics,128.3
104619,U1074,2024-01-07,West,OnlineShop,93.46
104620,U1179,2024-01-07,South,RideShare,52.14
104621,U1229,2024-01-07,East,OnlineShop,88.96
104622,U1372,2024-01-07,West,RideShare,95.54
104623,U1073,2024-01-07,West,TravelCo,75.57
104624,U1261,2024-01-07,East,OnlineShop,142.45
104625,U1259,2024-01-07,South,Grocery,291.77
104626,U1256,2024-01-07,South,Pharmacy,43.65
104627,U1293,2024-01-07,North,Pharmacy,157.22
104628,U1392,2024-01-07,South,CafeX,102.61
104629,U1239,2024-01-07,South,OnlineShop,72.56
104630,U1330,2024-01-07,East,Grocery,120.76
104631,U1039,2024-01-07,East,Grocery,15.2
104632,U1310,2024-01-07,South,Electronics,133.03
104633,U1156,2024-01-07,East,Electronics,5
104634,U1049,2024-01-07,North,TravelCo,58.68
104635,U1331,2024-01-07,West,CafeX,9.09
104636,U1201,2024-01-07,East,StoreA,184.02
104637,U1078,2024-01-07,South,StoreB,120.46
104638,U1356,2024-01-07,South,StoreB,118.19
104639,U1248,2024-01-07,East,StoreB,15.44
104640,U1182,2024-01-07,South,Grocery,58.07
104641,U1049,2024-01-07,South,TravelCo,124.59
104642,U1389,2024-01-07,North,Grocery,169.23
104643,U1078,2024-01-07,West,StoreA,17.15
104644,U1377,2024-01-07,South,Pharmacy,5
104645,U1045,2024-01-07,West,CafeX,98.57
104646,U1061,2024-01-07,East,StoreA,112.29
104647,U1284,2024-01-07,West,TravelCo,95.54
104648,U1217,2024-01-07,North,StoreA,85.08
104649,U1005,2024-01-07,East,StoreA,5
104650,U1288,2024-01-07,North,CafeX,106.96
104651,U1378,2024-01-07,North,TravelCo,180.51
104652,U1389,2024-01-07,North,Grocery,17.21
104653,U1040,2024-01-07,North,Pharmacy,94.33
104654,U1399,2024-01-07,East,StoreA,100.6
104655,U1146,2024-01-07,North,Electronics,120.17
104656,U1153,2024-01-07,South,StoreA,58.93
104657,U1349,2024-01-07,East,RideShare,129.55
104658,U1261,2024-01-07,North,StoreB,5
104659,U1087,2024-01-07,East,Electronics,146.91
104660,U1378,2024-01-07,North,StoreA,59.14
104661,U1145,2024-01-07,West,StoreB,11.37
104662,U1233,2024-01-07,East,StoreA,17.85
104663,U1337,2024-01-07,East,OnlineShop,97.92
104664,U1250,2024-01-07,West,StoreB,44.42
104665,U1061,2024-01-07,East,Electronics,23.49
104666,U1398,2024-01-07,West,OnlineShop,64.61
104667,U1028,2024-01-07,West,Grocery,89.64
104668,U1215,2024-01-07,East,Electronics,44.91
104669,U1268,2024-01-07,East,OnlineShop,21.5
104670,U1260,2024-01-07,North,RideShare,31.03
104671,U1188,2024-01-07,North,StoreB,46.86
104672,U1189,2024-01-07,East,CafeX,97.78
104673,U1398,2024-01-07,North,StoreA,87.27
104674,U1285,2024-01-07,South,CafeX,127.65
104675,U1288,2024-01-07,West,Electronics,133.09
104676,U1379,2024-01-07,South,StoreA,937.22
104677,U1304,2024-01-07,South,StoreA,89.94
104678,U1138,2024-01-07,East,StoreA,52.62
104679,U1103,2024-01-07,North,StoreA,82.71
104680,U1232,2024-01-07,West,RideShare,106.12
104681,U1186,2024-01-07,West,StoreB,142.62
104682,U1241,2024-01-07,South,TravelCo,89.36
104683,U1143,2024-01-07,South,CafeX,164.0
104684,U1293,2024-01-07,East,Pharmacy,98.41
104685,U1323,2024-01-07,West,StoreB,91.22
104686,U1255,2024-01-07,West,RideShare,29.22
104687,U1024,2024-01-07,South,TravelCo,62.43
104688,U1257,2024-01-07,North,Pharmacy,82.35
104689,U1108,2024-01-07,North,OnlineShop,6.48
104690,U1224,2024-01-07,North,RideShare,80.12
104691,U1327,2024-01-07,North,Electronics,75.52
104692,U1248,2024-01-07,North,CafeX,35.02
104693,U1322,2024-01-07,West,Pharmacy,108.2
104694,U1123,2024-01-07,North,CafeX,24.24
104695,U1131,2024-01-07,West,TravelCo,5
104696,U1045,2024-01-07,East,RideShare,5
104697,U1049,2024-01-07,West,RideShare,78.74
104698,U1142,2024-01-07,North,StoreA,112.58
104699,U1189,2024-01-07,North,Pharmacy,25.54
104700,U1136,2024-01-07,South,OnlineShop,135.33
104701,U1101,2024-01-07,South,Grocery,74.23
104702,U1046,2024-01-07,South,OnlineShop,165.33
104703,U1050,2024-01-07,North,Pharmacy,77.97
104704,U1049,2024-01-07,West,RideShare,101.87
104705,U1203,2024-01-07,West,Grocery,59.32
104706,U1285,2024-01-07,West,CafeX,35.23
104707,U1286,2024-01-07,East,TravelCo,144.14
104708,U1114,2024-01-07,West,TravelCo,108.91
104709,U1251,2024-01-07,South,CafeX,43.93
104710,U1276,2024-01-07,North,StoreA,92.53
104711,U1191,2024-01-07,West,RideShare,114.3
104712,U1110,2024-01-07,North,OnlineShop,8.05
104713,U1096,2024-01-07,West,OnlineShop,102.58
104714,U1279,2024-01-07,South,TravelCo,113.57
104715,U1157,2024-01-07,West,OnlineShop,29.14
104716,U1268,2024-01-07,South,RideShare,52.53
104717,U1052,2024-01-07,South,RideShare,561.2
104718,U1132,2024-01-07,East,RideShare,106.91
104719,U1034,2024-01-07,North,Grocery,120.74
104720,U1252,2024-01-07,North,TravelCo,92.65
104721,U1346,2024-01-07,East,RideShare,105.36
104722,U1298,2024-01-07,West,RideShare,16.55
104723,U1370,2024-01-07,East,CafeX,92.16
104724,U1356,2024-01-07,North,Electronics,60.53
104725,U1299,2024-01-07,West,StoreB,30.02
104726,U1073,2024-01-07,West,RideShare,168.73
104727,U1047,2024-01-07,North,StoreA,55.91
104728,U1185,2024-01-07,North,Electronics,78.66
104729,U1138,2024-01-07,South,StoreB,93.78
104730,U1163,2024-01-07,East,CafeX,66.66
104731,U1113,2024-01-07,East,Grocery,43.67
104732,U1300,2024-01-07,North,StoreA,48.14
104733,U1098,2024-01-07,West,RideShare,116.68
104734,U1075,2024-01-07,South,OnlineShop,33.45
104735,U1013,2024-01-07,East,OnlineShop,117.84
104736,U1145,2024-01-07,North,StoreA,28.09
104737,U1143,2024-01-07,South,OnlineShop,5
104738,U1072,2024-01-07,West,StoreB,57.37
104739,U1235,2024-01-07,South,StoreA,25.44
104740,U1230,2024-01-07,East,Grocery,161.57
104741,U1116,2024-01-07,East,CafeX,61.69
104742,U1027,2024-01-07,South,Electronics,61.18
104743,U1303,2024-01-07,West,StoreB,38.78
104744,U1241,2024-01-07,West,StoreB,123.84
104745,U1214,2024-01-07,East,Pharmacy,22.87
104746,U1193,2024-01-07,South,StoreA,199.39
104747,U1021,2024-01-07,North,Electronics,58.37
104748,U1310,2024-01-07,South,OnlineShop,50.46
104749,U1043,2024-01-07,South,Grocery,18.56
104750,U1104,2024-01-07,West,StoreB,71.21
104751,U1194,2024-01-07,North,Pharmacy,38.31
104752,U1175,2024-01-07,South,TravelCo,5
104753,U1111,2024-01-07,North,TravelCo,95.74
104754,U1263,2024-01-07,North,StoreA,105.39
104755,U1019,2024-01-07,East,Electronics,113.64
104756,U1366,2024-01-07,South,RideShare,63.99
104757,U1100,2024-01-07,South,RideShare,64.04
104758,U1115,2024-01-07,East,Grocery,54.18
104759,U1067,2024-01-07,East,StoreB,55.66
104760,U1001,2024-01-07,North,StoreA,81.27
104761,U1255,2024-01-07,West,StoreA,31.64
104762,U1385,2024-01-07,North,CafeX,5
104763,U1005,2024-01-07,East,StoreA,42.37
104764,U1150,2024-01-07,East,StoreA,112.39
104765,U1109,2024-01-07,East,Electronics,104.33
104766,U1088,2024-01-07,East,StoreB,15.41
104767,U1297,2024-01-07,South,Grocery,65.57
104768,U1134,2024-01-07,West,StoreB,87.7
104769,U1336,2024-01-07,South,RideShare,42.44
104770,U1100,2024-01-07,North,CafeX,5
104771,U1094,2024-01-07,North,RideShare,99.01
104772,U1046,2024-01-07,East,Pharmacy,141.38
104773,U1384,2024-01-07,North,RideShare,48.75
104774,U1233,2024-01-07,West,TravelCo,74.71
104775,U1100,2024-01-07,South,StoreB,154.46
104776,U1270,2024-01-07,West,RideShare,133.97
104777,U1038,2024-01-07,South,Pharmacy,124.38
104778,U1122,2024-01-07,East,TravelCo,87.87
104779,U1195,2024-01-07,North,OnlineShop,28.0
104780,U1325,2024-01-07,West,Electronics,59.45
104781,U1085,2024-01-07,North,Pharmacy,61.51
104782,U1111,2024-01-07,North,RideShare,52.7
104783,U1043,2024-01-07,North,Pharmacy,95.75
104784,U1134,2024-01-07,East,RideShare,32.87
104785,U1037,2024-01-07,South,RideShare,105.8
104786,U1291,2024-01-07,North,Grocery,45.17
104787,U1238,2024-01-07,East,StoreA,29.63
104788,U1168,2024-01-07,West,Pharmacy,68.09
104789,U1151,2024-01-07,North,OnlineShop,110.18
104790,U1345,2024-01-07,South,Electronics,174.44
104791,U1004,2024-01-07,West,RideShare,74.8
104792,U1071,2024-01-07,East,TravelCo,110.36
104793,U1282,2024-01-07,South,OnlineShop,49.44
104794,U1356,2024-01-07,West,RideShare,28.8
104795,U1009,2024-01-07,North,Electronics,66.24
104796,U1044,2024-01-07,South,CafeX,54.63
104797,U1133,2024-01-07,West,StoreB,163.52
104798,U1342,2024-01-07,North,OnlineShop,5
104799,U1127,2024-01-07,North,RideShare,5
104800,U1083,2024-01-07,East,Electronics,69.68
104801,U1256,2024-01-07,North,TravelCo,53.9
104802,U1297,2024-01-07,North,RideShare,8.46
104803,U1226,2024-01-07,North,Grocery,127.8
104804,U1224,2024-01-07,East,RideShare,44.41
104805,U1123,2024-01-07,East,TravelCo,969.59
104806,U1025,2024-01-07,West,Grocery,81.76
104807,U1149,2024-01-07,East,TravelCo,76.79
104808,U1250,2024-01-07,East,Pharmacy,5
104809,U1105,2024-01-07,North,RideShare,118.19
104810,U1028,2024-01-07,South,OnlineShop,5
104811,U1362,2024-01-07,North,CafeX,42.48
104812,U1386,2024-01-07,South,TravelCo,102.11
104813,U1232,2024-01-07,South,OnlineShop,5
104814,U1385,2024-01-07,East,Electronics,93.71
104815,U1165,2024-01-07,North,StoreA,68.68
104816,U1318,2024-01-07,West,Electronics,122.5
104817,U1325,2024-01-07,South,Pharmacy,45.57
104818,U1169,2024-01-07,South,TravelCo,36.61
104819,U1172,2024-01-07,North,RideShare,107.66
104820,U1350,2024-01-07,South,RideShare,5
104821,U1243,2024-01-07,North,RideShare,16.61
104822,U1374,2024-01-07,North,Electronics,5
104823,U1355,2024-01-07,East,RideShare,105.38
104824,U1013,2024-01-07,North,Grocery,78.2
104825,U1064,2024-01-07,South,Grocery,141.5
104826,U1128,2024-01-07,West,StoreA,73.22
104827,U1089,2024-01-07,East,TravelCo,5
104828,U1284,2024-01-07,West,Grocery,88.85
104829,U1210,2024-01-07,East,CafeX,117.42
104830,U1019,2024-01-07,East,StoreA,23.29
104831,U1034,2024-01-07,South,StoreA,193.58
104832,U1230,2024-01-07,East,StoreB,52.15
104833,U1137,2024-01-07,East,TravelCo,89.92
104834,U1332,2024-01-07,South,CafeX,157.88
104835,U1348,2024-01-07,South,Electronics,126.21
104836,U1002,2024-01-07,East,RideShare,29.3
104837,U1335,2024-01-07,North,RideShare,5
104838,U1172,2024-01-07,East,RideShare,5
104839,U1316,2024-01-07,East,CafeX,39.27
104840,U1092,2024-01-07,West,Electronics,64.22
104841,U1082,2024-01-07,South,Electronics,87.41
104842,U1111,2024-01-07,North,CafeX,5
104843,U1219,2024-01-07,East,Electronics,142.17
104844,U1065,2024-01-07,North,Grocery,163.14
104845,U1042,2024-01-07,North,Grocery,127.42
104846,U1028,2024-01-07,West,StoreA,5
104847,U1270,2024-01-07,West,RideShare,72.03
104848,U1116,2024-01-07,North,StoreB,94.63
104849,U1283,2024-01-07,East,Pharmacy,34.53
104850,U1095,2024-01-07,West,TravelCo,47.27
104851,U1388,2024-01-07,South,Electronics,113.46
104852,U1107,2024-01-07,North,CafeX,89.87
104853,U1158,2024-01-07,North,Pharmacy,8.27
104854,U1007,2024-01-07,South,Electronics,124.27
104855,U1109,2024-01-07,East,StoreA,138.54
104856,U1284,2024-01-07,North,OnlineShop,48.3
104857,U1234,2024-01-07,North,RideShare,36.57
104858,U1121,2024-01-07,South,Grocery,124.93
104859,U1058,2024-01-07,North,StoreA,173.58
104860,U1013,2024-01-07,East,StoreA,100.47
104861,U1160,2024-01-07,North,RideShare,10.36
104862,U1117,2024-01-07,South,Grocery,134.5
104863,U1155,2024-01-07,North,CafeX,71.74
104864,U1033,2024-01-07,North,RideShare,21.57
104865,U1172,2024-01-07,West,Pharmacy,5
104866,U1201,2024-01-07,South,StoreA,122.17
104867,U1046,2024-01-07,North,TravelCo,5
104868,U1002,2024-01-07,East,CafeX,91.87
104869,U1231,2024-01-07,North,Grocery,5
104870,U1376,2024-01-07,West,RideShare,76.38
104871,U1021,2024-01-07,East,TravelCo,55.26
104872,U1138,2024-01-07,South,StoreB,57.79
104873,U1379,2024-01-07,North,OnlineShop,45.33
104874,U1288,2024-01-07,East,RideShare,104.9
104875,U1281,2024-01-07,South,Electronics,42.23
104876,U1116,2024-01-07,North,TravelCo,19.96
104877,U1092,2024-01-07,South,Electronics,76.16
104878,U1100,2024-01-07,North,Pharmacy,26.53
104879,U1086,2024-01-07,North,Pharmacy,102.08
104880,U1269,2024-01-07,West,StoreB,44.83
104881,U1302,2024-01-07,East,OnlineShop,139.08
104882,U1095,2024-01-07,East,CafeX,141.76
104883,U1276,2024-01-07,South,StoreA,96.64
104884,U1210,2024-01-07,North,CafeX,78.95
104885,U1208,2024-01-07,North,Grocery,9.26
104886,U1082,2024-01-07,North,Pharmacy,89.82
104887,U1378,2024-01-07,North,TravelCo,64.89
104888,U1320,2024-01-07,South,StoreB,26.6
104889,U1106,2024-01-07,West,RideShare,75.43
104890,U1364,2024-01-07,North,RideShare,85.2
104891,U1119,2024-01-07,East,StoreA,53.91
104892,U1317,2024-01-07,West,Electronics,22.26
104893,U1110,2024-01-07,South,TravelCo,19.36
104894,U1171,2024-01-07,North,StoreB,33.61
104895,U1161,2024-01-07,North,RideShare,86.05
104896,U1059,2024-01-07,North,OnlineShop,70.12
104897,U1312,2024-01-07,East,CafeX,83.48
104898,U1253,2024-01-07,North,Pharmacy,190.83
104899,U1356,2024-01-07,West,OnlineShop,74.57
104900,U1249,2024-01-07,West,RideShare,70.65
104901,U1245,2024-01-07,South,OnlineShop,84.25
104902,U1280,2024-01-07,West,StoreA,61.59
104903,U1372,2024-01-07,West,StoreB,39.12
104904,U1296,2024-01-07,South,Electronics,46.57
104905,U1122,2024-01-07,North,CafeX,116.68
104906,U1176,2024-01-07,East,CafeX,103.29
104907,U1178,2024-01-07,South,CafeX,113.89
104908,U1104,2024-01-07,East,Grocery,30.35
104909,U1100,2024-01-07,East,StoreA,167.07
104910,U1323,2024-01-07,East,Electronics,41.41
104911,U1075,2024-01-07,West,CafeX,24.44
104912,U1070,2024-01-07,West,Electronics,124.45
104913,U1272,2024-01-07,West,CafeX,5
104914,U1132,2024-01-07,North,Pharmacy,35.01
104915,U1232,2024-01-07,North,Pharmacy,29.01
104916,U1339,2024-01-07,West,Pharmacy,7.92
104917,U1053,2024-01-07,South,Electronics,124.53
104918,U1335,2024-01-07,South,CafeX,72.61
104919,U1116,2024-01-07,East,Grocery,45.54
104920,U1349,2024-01-07,South,CafeX,89.77
104921,U1308,2024-01-07,South,Electronics,23.83
104922,U1125,2024-01-07,North,StoreA,129.66
104923,U1166,2024-01-07,South,OnlineShop,131.73
104924,U1213,2024-01-07,South,RideShare,117.79
104925,U1107,2024-01-07,West,TravelCo,97.52
104926,U1396,2024-01-07,South,RideShare,87.42
104927,U1023,2024-01-07,South,CafeX,44.94
104928,U1208,2024-01-07,East,RideShare,64.02
104929,U1354,2024-01-07,East,TravelCo,117.26
104930,U1037,2024-01-07,North,TravelCo,26.87
104931,U1223,2024-01-07,South,Electronics,69.52
104932,U1086,2024-01-07,South,StoreB,107.74
104933,U1297,2024-01-07,East,CafeX,90.03
104934,U1361,2024-01-07,South,RideShare,58.35
104935,U1111,2024-01-07,East,OnlineShop,157.79
104936,U1158,2024-01-07,West,OnlineShop,44.41
104937,U1171,2024-01-07,West,Pharmacy,19.64
104938,U1250,2024-01-07,East,TravelCo,136.33
104939,U1189,2024-01-07,North,Electronics,33.36
104940,U1267,2024-01-07,North,OnlineShop,32.91
104941,U1061,2024-01-07,North,OnlineShop,111.26
104942,U1002,2024-01-07,North,TravelCo,98.22
104943,U1013,2024-01-07,East,Electronics,30.78
104944,U1195,2024-01-07,East,RideShare,68.99
104945,U1079,2024-01-07,East,StoreA,55.11
104946,U1157,2024-01-07,North,CafeX,97.1
104947,U1356,2024-01-07,West,Grocery,5
104948,U1041,2024-01-07,South,TravelCo,104.96
104949,U1288,2024-01-07,West,Pharmacy,30.66
104950,U1022,2024-01-07,East,OnlineShop,9.61
104951,U1128,2024-01-07,North,Grocery,65.22
104952,U1359,2024-01-07,South,Electronics,95.47
104953,U1073,2024-01-07,South,StoreA,61.31
104954,U1011,2024-01-07,South,RideShare,89.68
104955,U1390,2024-01-07,South,StoreB,106.39
104956,U1011,2024-01-07,East,RideShare,42.33
104957,U1091,2024-01-07,West,StoreA,98.86
104958,U1294,2024-01-07,North,Electronics,5
104959,U1309,2024-01-07,North,Electronics,93.39
104960,U1345,2024-01-07,East,StoreA,5
104961,U1217,2024-01-07,West,Electronics,5
104962,U1366,2024-01-07,West,RideShare,5
104963,U1223,2024-01-07,East,Pharmacy,112.17
104964,U1042,2024-01-07,North,OnlineShop,9.47
104965,U1254,2024-01-07,East,OnlineShop,83.33
104966,U1036,2024-01-07,South,CafeX,92.35
104967,U1308,2024-01-07,East,TravelCo,71.62
104968,U1006,2024-01-07,West,Electronics,106.92
104969,U1029,2024-01-07,South,StoreB,55.53
104970,U1002,2024-01-07,South,StoreA,91.51
104971,U1297,2024-01-07,West,Electronics,208.35
104972,U1107,2024-01-07,South,Grocery,5
104973,U1088,2024-01-07,North,StoreB,30.17
104974,U1209,2024-01-07,East,StoreB,33.32
104975,U1286,2024-01-07,North,StoreA,97.97
104976,U1044,2024-01-07,West,TravelCo,56.85
104977,U1261,2024-01-07,South,RideShare,74.98
104978,U1339,2024-01-07,North,Electronics,21.75
104979,U1375,2024-01-07,South,StoreA,85.7
104980,U1154,2024-01-07,North,Pharmacy,87.28
104981,U1229,2024-01-07,East,Electronics,68.93
104982,U1012,2024-01-07,West,CafeX,68.29
104983,U1317,2024-01-07,East,RideShare,77.55
104984,U1382,2024-01-07,East,TravelCo,76.75
104985,U1097,2024-01-07,West,OnlineShop,61.66
104986,U1370,2024-01-07,West,StoreA,8.28
104987,U1023,2024-01-07,South,CafeX,64.03
104988,U1220,2024-01-07,North,Pharmacy,51.87
104989,U1175,2024-01-07,South,StoreB,48.68
104990,U1082,2024-01-07,South,StoreB,59.8
104991,U1296,2024-01-07,South,StoreA,67.27
104992,U1042,2024-01-07,South,TravelCo,75.6
104993,U1223,2024-01-07,South,RideShare,121.32
104994,U1011,2024-01-07,North,StoreB,111.51
104995,U1287,2024-01-07,West,Electronics,61.91
104996,U1090,2024-01-07,South,OnlineShop,43.33
104997,U1270,2024-01-07,North,StoreB,151.79
104998,U1144,2024-01-07,West,Electronics,153.36
104999,U1040,2024-01-07,West,Pharmacy,78.55
105000,U1227,2024-01-07,North,StoreB,5
105001,U1309,2024-01-07,North,StoreA,102.14
105002,U1398,2024-01-07,East,CafeX,38.67
105003,U1327,2024-01-07,South,OnlineShop,48.05
105004,U1323,2024-01-07,North,Electronics,51.79
105005,U1175,2024-01-07,South,StoreB,110.55
105006,U1140,2024-01-07,North,OnlineShop,96.84
105007,U1379,2024-01-07,North,Pharmacy,107.97
105008,U1224,2024-01-07,North,StoreA,40.32
105009,U1399,2024-01-07,South,CafeX,54.71
105010,U1168,2024-01-07,South,StoreB,57.25
105011,U1101,2024-01-07,West,RideShare,67.39
105012,U1272,2024-01-07,North,OnlineShop,22.96
105013,U1221,2024-01-07,West,CafeX,129.31
105014,U1287,2024-01-07,East,Pharmacy,97.52
105015,U1242,2024-01-07,West,StoreA,69.23
105016,U1261,2024-01-07,West,OnlineShop,5
105017,U1398,2024-01-07,North,Grocery,78.43
105018,U1167,2024-01-07,East,Pharmacy,46.24
105019,U1350,2024-01-07,West,Grocery,32.06
105020,U1365,2024-01-07,West,StoreB,25.07
105021,U1171,2024-01-07,South,StoreB,75.27
105022,U1140,2024-01-07,East,OnlineShop,92.69
105023,U1210,2024-01-07,South,RideShare,32.22
105024,U1377,2024-01-07,West,RideShare,119.85
105025,U1124,2024-01-07,South,Grocery,48.71
105026,U1350,2024-01-07,South,Grocery,86.51
105027,U1030,2024-01-07,North,OnlineShop,81.17
105028,U1190,2024-01-07,North,Grocery,5
105029,U1288,2024-01-07,West,Pharmacy,106.11
